Chip,SubChipFamily,KWords,Data EEPROM,HEFWords,SAFWords,ProgMemRowSizeWords,RAM,I/O,ADC Channels,Max. Speed MHz,Int Oscillator (MHz),Parallel Port,USART,Pin Count,PWMTimerVariant,FixedConstants,SMTClockSourceVariant,ConfigBaseLoc,IntOSCCONFormat,READAD10BITFORCE,Stack,IDAddress,IDLength,NoBankRAM,31kSupport,SectorRAMAddress,SectorRAMAddressSize,WriteFlashBlockSize,EraseFlashBlockSize,,
PIC16F1619,,8,0,128,0,32,1024,18,12,32,32,No,1,20,1,,2,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1703,,2,0,128,0,16,256,12,8,32,32,No,0,14,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1704,,4,,128,0,32,512,12,8,32,32,No,1,14,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1705,,8,0,128,0,32,1024,12,8,32,32,No,1,14,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1707,,2,0,128,0,16,256,18,8,32,32,No,0,20,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1708,,4,0,128,0,32,512,18,12,32,32,No,1,20,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1709,,8,0,128,0,32,1024,18,12,32,32,No,1,20,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1713,,4,0,128,0,32,512,25,17,32,32,No,1,28,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1716,,8,0,128,0,32,1024,25,17,32,32,No,1,28,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1717,,8,0,128,0,32,1024,36,28,32,32,No,1,40,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1718,,16,0,128,0,32,2048,25,17,32,32,No,1,28,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1719,,16,0,128,0,32,2048,36,28,32,32,No,1,40,1,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1764,,4,0,128,0,32,512,12,8,32,32,No,1,14,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1765,,8,0,128,0,32,1024,12,8,32,32,No,1,14,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1768,,4,0,128,0,32,512,18,12,32,32,No,1,20,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1769,,8,0,128,0,32,1024,18,12,32,32,No,1,20,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1773,,4,,128,0,32,512,26,17,32,32,No,1,28,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1776,,8,,128,0,32,1024,26,17,32,32,No,1,28,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1777,,8,,128,0,32,1024,38,28,32,32,No,1,40,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1778,,16,,128,0,32,2048,26,17,32,32,No,1,28,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1779,,16,,128,0,32,2048,26,28,32,32,No,1,28,1,PWM16Type=1,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1782,,2,256,0,0,,256,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1783,,4,256,0,0,,512,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1784,,4,256,0,0,,512,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1786,,8,256,0,0,,1024,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1787,,8,256,0,0,,1024,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1788,,16,256,0,0,,2048,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1789,,16,256,0,0,,2048,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1823,,2,256,0,0,,128,12,8,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,16,16,,
PIC16F1824,,4,256,0,0,,256,12,8,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,32,32,,
PIC16F1825,,8,256,0,0,,1024,12,8,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,32,32,,
PIC16F1826,,2,256,0,0,,256,16,12,32,32,No,1,18,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,8,32,,
PIC16F1827,,4,256,0,0,,384,16,12,32,32,No,1,18,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,8,32,,
PIC16F1828,,4,256,0,0,,256,18,12,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,32,32,,
PIC16F1829,,8,256,0,0,,1024,18,12,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,IntOsc|OSCCON|0,0,0,32,32,,
PIC16F1829LIN,,8,256,0,0,,1024,12,9,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,,0,0,-1,-1,,
PIC16F18313,,2,256,0,0,,256,6,5,32,32,No,1,8,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18323,,2,256,0,0,,256,12,11,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18324,,4,256,0,0,,512,12,11,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18325,,8,256,0,0,,1024,12,11,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18326,,16,256,0,0,,2048,12,15,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18344,,4,256,0,0,,512,18,17,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18345,,8,256,0,0,,1024,18,17,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18346,,16,256,0,0,,2048,18,21,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,LFINT|OSCCON1|64,0,0,32,32,,
PIC16F18424,,4,256,0,0,,512,12,11,32,32,No,1,14,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18425,,8,256,0,0,,1024,12,11,32,32,No,1,14,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18426,,16,256,0,0,,2048,12,11,32,32,No,1,14,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18444,,4,256,0,0,,512,18,17,32,32,No,1,20,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18445,,8,256,0,0,,1024,18,17,32,32,No,1,20,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18446,,16,256,0,0,,2048,18,17,32,32,No,1,20,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18455,,8,256,0,0,,1024,18,17,32,32,No,1,20,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18456,,16,256,0,0,,2048,18,17,32,32,No,1,20,0,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F1847,,8,256,0,0,,1024,16,12,32,32,No,1,18,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F18854,,4,256,0,0,,512,25,24,32,32,No,1,28,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18855,,8,256,0,0,,1024,25,24,32,32,No,1,28,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18856,,16,256,0,0,,2048,25,24,32,32,No,1,28,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18857,,32,256,0,0,,4096,25,24,32,32,No,1,28,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18875,,8,256,0,0,,1024,36,24,32,32,No,1,40,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18876,,16,256,0,0,,2048,36,24,32,32,No,1,40,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F18877,,32,256,0,0,,4096,36,24,32,32,No,1,40,2,,3,0,,,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19155,,8,256,0,128,32,1024,24,20,32,32,No,1,28,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19156,,16,256,0,128,32,2048,24,20,32,32,No,1,28,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19175,,8,256,0,128,32,1024,35,31,32,32,No,1,40,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19176,,16,256,0,128,32,2048,35,31,32,32,No,1,40,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19185,,8,256,0,128,32,1024,43,39,32,32,No,1,48,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19186,,16,256,0,128,32,2048,43,39,32,32,No,1,48,2,,0,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,32,32,,
PIC16F19195,,8,256,0,128,32,1024,59,45,32,32,No,1,64,2,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,64,64,,
PIC16F19196,,16,256,0,128,32,2048,59,45,32,32,No,1,64,2,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,64,64,,
PIC16F19197,,32,256,0,128,32,4096,59,45,32,32,No,0,64,2,,3,0,,4,16,32768,4,70:7F,LFINT|OSCCON1|80,0,0,64,64,,
PIC16F1933,,4,256,0,0,,256,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,8,32,,
PIC16F1934,,4,256,0,0,,256,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,8,32,,
PIC16F1936,,8,256,0,0,,512,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,8,32,,
PIC16F1937,,8,256,0,0,,512,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,8,32,,
PIC16F1938,,16,256,0,0,,1024,25,11,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1939,,16,256,0,0,,1024,36,14,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1946,,8,256,0,0,,512,53,17,32,32,No,1,64,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F1947,,16,256,0,0,,1024,53,17,32,32,No,1,64,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F505,,1,0,0,0,,72,12,0,20,4,No,0,14,0,,0,0,,,2,1024,4,8:F,,0,0,-1,-1,,
PIC16F506,,1,0,0,0,,67,12,3,20,8,No,0,14,0,,0,0,,,2,1024,4,0D:0F,,0,0,-1,-1,,
PIC16F526,,1,64,0,0,,67,12,3,20,8,No,0,14,0,,0,0,,,2,1088,4,D:F,,0,0,-1,-1,,
PIC16F527,,1,64,0,0,,68,17,8,20,8,No,0,20,0,,0,0,,,4,,,,,0,0,-1,-1,,
PIC16F54,,0.5,0,0,0,,25,12,0,20,0,No,0,18,0,,0,0,,,2,512,4,7:1F,,0,0,-1,-1,,
PIC16F57,,2,0,0,0,,72,20,0,20,0,No,0,28,0,,0,0,,,2,2048,4,8:F,,0,0,-1,-1,,
PIC16F570,,2,132,0,0,,64,24,8,20,8,No,0,28,0,,0,0,,,4,,,,,0,0,-1,-1,,
PIC16F59,,2,0,0,0,,134,32,0,20,0,No,0,40,0,,0,0,,,2,2048,4,A:F,,0,0,-1,-1,,
PIC16F610,,1,0,0,0,,64,12,0,20,8,No,0,14,0,,0,0,,,8,8192,4,20:5F,,0,0,-1,-1,,
PIC16F616,,2,0,0,0,,128,12,8,20,8,No,0,14,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F627,,1,128,0,0,,224,15,0,20,4,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F627A,,1,128,0,0,,224,16,0,20,4,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F628,,2,128,0,0,,224,15,0,20,4,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F628A,,2,128,0,0,,224,16,0,20,4,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F630,,1,128,0,0,,64,12,0,20,4,No,0,14,0,,0,0,,,8,8192,4,20:5F,,0,0,-1,-1,,
PIC16F631,,1,128,0,0,,64,18,0,20,8,No,0,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F636,,2,256,0,0,,128,12,0,20,8,No,0,14,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F639,,2,256,0,0,,128,12,0,20,8,No,0,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F648A,,4,256,0,0,,256,16,0,20,4,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F676,,1,128,0,0,,64,12,8,20,4,No,0,14,0,,0,0,,,8,8192,4,20:5F,,0,0,-1,-1,,
PIC16F677,,2,256,0,0,,128,18,12,20,8,No,0,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F684,,2,256,0,0,,128,12,8,20,8,No,0,14,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F685,,4,256,0,0,,256,18,12,20,8,No,0,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F687,,2,256,0,0,,128,18,12,20,8,No,1,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F688,,4,256,0,0,,256,12,8,20,8,No,1,14,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F689,,4,256,0,0,,256,18,12,20,8,No,1,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F690,,4,256,0,0,,256,18,12,20,8,No,1,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F707,,8,0,0,0,,368,36,14,20,16,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F716,,2,0,0,0,,128,13,4,20,0,No,0,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F72,,2,0,0,0,,128,22,5,20,0,No,0,28,0,,0,0,,,8,8192,4,40:7F,,0,0,-1,-1,,
PIC16F720,,2,0,0,0,,128,18,12,16,16,No,1,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F721,,4,0,0,0,,256,18,12,16,16,No,1,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F722,,2,0,0,0,,128,25,11,20,16,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F722A,,2,0,0,0,,128,25,11,20,16,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F723,,4,0,0,0,,192,25,11,20,16,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F723A,,14,0,0,0,,192,25,11,20,16,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F724,,4,0,0,0,,192,36,14,20,16,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F726,,8,0,0,0,,368,25,11,20,16,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F727,,8,0,0,0,,368,36,14,20,16,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F73,,4,0,0,0,,192,22,5,20,0,No,1,28,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F737,,4,0,0,0,,368,25,11,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F74,,4,0,0,0,,192,33,8,20,,PSP,1,40,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F747,,4,0,0,0,,368,36,14,20,8,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F753,,2,0,0,0,,128,11,8,20,8,No,0,14,0,,0,0,,,8,8192,4,70:7F,,0,0,4,16,,
PIC16F76,,8,0,0,0,,368,22,5,20,0,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F767,,8,0,0,0,,368,25,11,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F77,,8,0,0,0,,368,33,8,20,,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F777,,8,0,0,0,,368,36,14,20,8,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F785,,2,256,0,0,,128,18,12,20,8,No,0,20,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F818,,1,128,0,0,,128,16,5,20,8,No,0,18,0,,0,0,,,8,8192,4,40:7F,,0,0,-1,-1,,
PIC16F819,,2,256,0,0,,256,16,5,20,8,No,0,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F83,,0.5,,0,0,,36,13,0,10,,No,0,18,0,,0,0,,,8,8192,4,C:2F,,0,0,-1,-1,,
PIC16F84,,1,64,0,0,,68,13,0,10,,No,0,18,0,,0,0,,,8,8192,4,C:4F,,0,0,-1,-1,,
PIC16F84A,,1,64,0,0,,68,13,0,20,0,No,0,18,0,,0,0,,,8,8192,4,C:4F,,0,0,-1,-1,,
PIC16F87,,4,256,0,0,,368,16,0,20,8,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F870,,2,64,0,0,,128,22,5,20,0,PSP,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F871,,2,64,0,0,,128,33,8,20,0,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F872,,2,64,0,0,,128,22,5,20,0,No,0,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F873,,4,128,0,0,,192,22,5,20,,No,1,28,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F873A,,4,128,0,0,,192,22,5,20,0,No,1,28,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F874,,4,128,0,0,,192,33,8,20,,PSP,1,40,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F874A,,4,128,0,0,,192,33,8,20,0,PSP,1,40,0,,0,0,,,8,8192,4,7E:7F,,0,0,-1,-1,,
PIC16F876,,8,256,0,0,,368,22,5,20,,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F876A,,8,256,0,0,,368,22,5,20,0,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F877,,8,256,0,0,,368,33,8,20,,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F877A,,8,256,0,0,,368,33,8,20,0,PSP,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F88,,4,256,0,0,,368,16,7,20,8,No,1,18,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F882,,2,128,0,0,,128,25,11,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F883,,4,256,0,0,,256,25,11,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F884,,4,256,0,0,,256,36,14,20,8,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F886,,8,256,0,0,,368,25,11,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F887,,8,256,0,0,,368,36,14,20,8,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F913,,4,256,0,0,,256,25,5,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F914,,4,256,0,0,,256,36,8,20,8,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F916,,8,256,0,0,,352,25,5,20,8,No,1,28,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F917,,8,256,0,0,,352,36,8,20,8,No,1,40,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
PIC16F946,,8,256,0,0,,336,54,8,20,8,No,1,64,0,,0,0,,,8,8192,4,70:7F,,0,0,-1,-1,,
