Chip,SubChipFamily,KWords,Data EEPROM,HEFWords,SAFWords,ProgMemRowSizeWords,RAM,I/O,ADC Channels,Max. Speed MHz,Int Oscillator (MHz),Parallel Port,USART,Pin Count,PWMTimerVariant,FixedConstants,SMTClockSourceVariant,ConfigBaseLoc,IntOSCCONFormat,READAD10BITFORCE,Stack,IDAddress,IDLength,NoBankRAM,31kSupport,SectorRAMAddress,SectorRAMAddressSize,WriteFlashBlockSize,EraseFlashBlockSize,,
PIC18F84J90,,8,0,0,0,,1024,67,12,40,8,No,1,80,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F8520,,16,1024,0,0,,2048,68,16,40,0,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F8525,,24,,0,0,,3840,,12,40,,No,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F8527,,24,1024,0,0,,3936,70,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8585,,24,1024,0,0,,3328,69,16,40,0,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F85J10,,16,0,0,0,,2048,66,15,40,0.032,PSP,1,80,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85J11,,16,0,0,0,,2048,68,12,40,32,PSP,1,80,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85J15,,24,0,0,0,,2048,66,15,40,0.032,PSP,1,80,0,,0,49144,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85J50,,16,0,0,0,,3904,65,12,48,32,PMP,1,80,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85J90,,16,0,0,0,,2048,67,12,40,8,No,1,80,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85J94,,16,0,0,0,,3862,69,24,64,8,No,0,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F85K22,,16,1024,0,0,,2048,69,24,64,64,PSP,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F85K90,,16,1024,0,0,,2048,69,24,64,16,No,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8620,,32,,0,0,,3840,,16,25,,No,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F8621,,32,,0,0,,3840,,16,40,,No,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F8622,,32,1024,0,0,,3936,70,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8627,,48,1024,0,0,,3936,70,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8628,,48,1024,0,0,,3936,70,16,40,8,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8680,,32,1024,0,0,,3328,69,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F86J10,,32,0,0,0,,2048,66,15,40,0.032,PSP,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J11,,32,0,0,0,,3904,68,15,48,32,PMP,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J15,,48,0,0,0,,3936,66,15,40,0.032,PSP,1,80,0,,0,98296,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J16,,48,0,0,0,,3904,66,12,48,32,PMP,1,80,0,,0,98296,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J50,,32,0,0,0,,3904,65,12,48,32,PMP,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J55,,48,0,0,0,,3904,66,12,48,32,PMP,1,80,0,,0,98296,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J60,,32,0,0,0,,3808,55,15,42,0.032,PSP,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F86J65,,48,0,0,0,,3808,55,15,42,0.032,PSP,1,80,0,,0,98296,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F86J72,,32,0,0,0,,3923,51,2,48,32,No,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J90,,32,0,0,0,,3900,67,12,48,32,No,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J93,,32,0,0,0,,3923,67,12,48,32,No,1,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J94,,32,0,0,0,,3862,69,24,64,8,No,0,80,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86J99,,-1,,0,0,,,,,,,,0,,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F86K22,,32,1024,0,0,,3862,69,24,64,64,PSP,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F86K90,,32,1024,0,0,,3828,69,24,64,16,No,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8720,,64,,0,0,,3840,,16,25,,No,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F8722,,64,1024,0,0,,3936,70,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F8723,,64,1024,0,0,,3936,70,16,40,32,PSP,1,80,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F87J10,,64,0,0,0,,3936,66,15,40,0.032,PSP,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J11,,64,0,0,0,,3904,66,12,48,32,PMP,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J50,,64,0,0,0,,3904,65,12,48,32,PMP,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J60,,64,0,0,0,,3808,55,15,42,0.032,No,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F87J72,,64,0,0,0,,3923,51,2,48,32,No,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J90,,64,0,0,0,,3900,67,12,48,32,No,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J93,,64,0,0,0,,3923,67,12,48,32,No,1,80,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87J94,,64,0,0,0,,3862,69,24,64,64,No,1,80,0,,0,131042,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F87K22,,64,1024,0,0,,3862,69,24,64,64,PSP,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,128,128,,
PIC18F87K90,,64,1024,0,0,,3728,69,24,64,16,No,1,80,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,128,128,,
PIC18F95J94,,16,0,0,0,,3862,87,24,64,8,No,0,100,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F96J60,,32,0,0,0,,3808,70,16,42,0.032,PSP,1,100,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F96J65,,48,0,0,0,,3808,70,16,42,0.032,PSP,1,100,0,,0,98296,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F96J72,,-1,,0,0,,,,,,,,0,,0,,0,0,,,31,2097152,8,,,0,0,-1,-1,,
PIC18F96J94,,32,0,0,0,,3862,87,24,64,8,No,0,100,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F96J99,,-1,,0,0,,,,,,,,0,,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F97J60,,64,0,0,0,,3808,70,16,42,0.032,PSP,1,100,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F97J72,,-1,,0,0,,,,,,,,0,,0,,0,0,,,31,2097152,8,,,0,0,-1,-1,,
PIC18F97J94,,64,0,0,0,,3862,87,24,64,64,No,1,100,0,,0,131042,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF24J10,,8,0,0,0,,1024,21,10,40,0.032,No,1,28,0,,0,16376,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18LF24J11,,8,0,0,0,,3776,21,10,48,8,No,1,28,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF24J50,,8,0,0,0,,3776,22,10,48,8,No,1,28,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF24K42,16103,8,256,0,128,32,1024,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18LF25J10,,16,0,0,0,,1024,21,10,40,0.032,No,1,28,0,,0,32760,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18LF25J11,,16,0,0,0,,3776,21,10,48,8,No,1,28,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF25J50,,16,0,0,0,,3776,22,10,48,8,No,1,28,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF25K42,16103,16,256,0,128,32,2048,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18LF26J11,,32,0,0,0,,3776,21,10,48,8,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF26J13,,32,0,0,0,,3760,22,10,48,8,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF26J50,,32,0,0,0,,3776,22,10,48,8,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF26J53,,32,0,0,0,,3760,22,13,48,8,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF26K42,16103,32,1024,0,128,64,4096,36,35,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF27J13,,64,0,0,0,,3760,22,10,48,8,No,1,28,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF27J53,,64,0,0,0,,3760,22,10,48,8,No,1,28,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF27K42,16103,64,1024,0,128,64,8192,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF44J10,,8,0,0,0,,1024,32,13,40,0.032,PSP,1,40,0,,0,16376,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18LF44J11,,8,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF44J50,,8,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF45J10,,16,0,0,0,,1024,32,13,40,0.032,PSP,1,40,0,,0,32760,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18LF45J11,,16,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF45J50,,16,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF45K42,16103,16,256,0,128,64,2048,36,35,64,64,No,1,40,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF46J11,,32,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF46J13,,32,0,0,0,,3760,34,13,48,8,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF46J50,,32,0,0,0,,3776,34,13,48,8,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18LF46J53,,,,0,0,,,,,,,,1,,,,,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF46K42,16103,32,1024,0,128,64,4096,36,35,64,64,No,1,40,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF47J13,,64,0,0,0,,3760,34,13,48,8,PMP,1,44,0,,0,131056,,,31,2097152,16,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF47J53,,64,0,0,0,,3760,34,13,48,8,PMP,1,44,0,,0,131056,,,31,2097152,16,0:5F|F60:FFF,,0,0,64,1024,,
PIC18LF47K42,16103,64,1024,0,128,64,8192,36,35,64,64,No,1,40,2,,3,0,,4,16,32768,4,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF55K42,16103,16,256,0,128,64,2048,44,43,64,64,No,1,48,2,,3,0,,4,16,32768,4,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF56K42,16103,32,1024,0,128,64,4096,44,43,64,64,No,1,48,2,,3,0,,4,16,32768,4,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18LF57K42,16103,64,1024,0,128,64,8192,44,43,64,64,No,1,48,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F16Q41,16102,32,512,0,128,128,4096,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,QA
PIC18F15Q41,16102,16,512,0,128,128,2048,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F14Q41,16102,8,512,0,128,128,1024,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F06Q41,16102,32,512,0,128,128,4096,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F05Q41,16102,16,512,0,128,128,2048,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F04Q41,16102,8,512,0,128,128,1024,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F16Q40,16105,32,256,0,128,128,4096,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,QA
PIC18F15Q40,16105,16,256,0,128,128,2048,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F14Q40,16105,8,256,0,128,128,1024,18,11,64,64,No,3,20,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F06Q40,16105,32,256,0,128,128,4096,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F05Q40,16105,16,256,0,128,128,2048,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F04Q40,16105,8,256,0,128,128,1024,18,11,64,64,No,3,14,0,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC16F15213,15001,2,0,0,128,32,256,6,5,32,32,No,1,8,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15214,15001,4,0,0,128,32,512,6,5,32,32,No,1,8,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15223,15001,2,0,0,128,32,256,12,5,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15224,15001,4,0,0,128,32,512,12,9,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15225,15001,8,0,0,128,32,1024,12,9,32,32,No,1,14,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15243,15001,2,0,0,128,32,256,18,12,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15244,15001,4,0,0,128,32,512,18,12,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15245,15001,8,0,0,128,32,1024,18,12,32,32,No,1,20,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15254,15001,4,0,0,128,32,512,25,17,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15255,15001,8,0,0,128,32,512,25,17,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15256,15001,16,0,0,128,32,1024,25,17,32,32,No,1,28,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15274,15001,4,0,0,128,32,512,36,28,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15275,15001,8,0,0,128,32,1024,36,28,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC16F15276,15001,16,0,0,128,32,2048,36,28,32,32,No,1,40,0,,0,0,,,16,32768,4,70:7F,,0,0,32,32,,
PIC18F26Q84,16106,64,1024,0,128,128,8192,25,24,64,64,No,3,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F27Q84,16106,64,1024,0,128,128,12800,25,24,64,64,No,3,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F46Q84,16106,64,1024,0,128,128,8192,25,24,64,64,No,3,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F47Q84,16106,64,1024,0,128,128,12800,36,35,64,64,No,3,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F56Q84,16106,64,1024,0,128,128,8192,25,24,64,64,No,3,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F57Q84,16106,64,1024,0,128,128,12800,44,43,64,64,No,3,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F26Q83,16108,32,1024,0,128,128,8192,25,24,64,64,No,3,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F27Q83,16108,32,1024,0,128,128,12800,25,24,64,64,No,3,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F46Q83,16108,32,1024,0,128,128,8192,25,24,64,64,No,3,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F47Q83,16108,32,1024,0,128,128,12800,36,35,64,64,No,3,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F56Q83,16108,32,1024,0,128,128,8192,25,24,64,64,No,3,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F57Q83,16108,32,1024,0,128,128,12800,44,43,64,64,No,3,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
